system,vintage,month,correctedkwh,expectedkwh
756,C,7,1678.208073,1737.939489
756,C,8,1699.993258,1664.205340
756,C,9,1464.414730,1454.363956
756,C,10,1123.240021,1129.656096
756,C,11,1041.305752,1027.501912
756,C,12,963.518796,966.745416
757,B,1,729.846261,684.536097
757,B,2,1120.516253,1052.321006
757,B,3,1289.307536,1205.060432
757,B,4,1132.159550,1009.502975
757,B,5,1482.730201,1304.896722
757,B,6,1467.883422,1293.539425
757,B,7,1447.939751,1282.650112
757,B,8,1451.257389,1314.058498
757,B,9,1301.270636,1180.700553
757,B,10,1318.543258,1251.101516
757,B,11,966.954864,903.225203
757,B,12,945.567713,976.754574
758,C,1,880.947361,848.824761
758,C,2,1122.546641,1047.059401
758,C,3,1293.211916,1199.035130
758,C,4,1126.170186,1004.455460
758,C,5,1436.123480,1298.372238
758,C,6,1429.973675,1287.071728
758,C,7,1427.943719,1276.236862
758,C,8,1428.506832,1307.488205
758,C,9,1226.166717,1174.797050
758,C,10,1276.693980,1244.846009
758,C,11,966.499662,898.709077
758,C,12,1022.150430,971.870801
759,B,1,495.231392,452.437575
759,B,2,590.724585,558.376825
759,B,3,952.304386,870.671518
759,B,4,1112.970341,997.485566
759,B,5,1125.028967,1010.791567
759,B,6,1194.255859,1106.904533
759,B,7,1180.085234,1089.974239
759,B,8,1104.200187,1035.096347
759,B,9,847.937070,709.258574
759,B,10,706.243912,647.209099
759,B,11,625.126496,630.851635
759,B,12,536.721718,516.185992
760,C,1,581.405798,561.022593
760,C,2,579.744031,555.584941
760,C,3,908.338358,866.318160
760,C,4,1077.249512,992.498138
760,C,5,1100.298717,1005.737610
760,C,6,1144.861968,1101.370011
760,C,7,1140.517306,1084.524367
760,C,8,1085.491872,1029.920866
760,C,9,801.654904,705.712281
760,C,10,656.797435,643.973054
760,C,11,622.988256,627.697377
760,C,12,511.773281,513.605062
761,B,1,265.361091,239.389017
761,B,2,425.265226,392.130053
761,B,3,562.802489,510.017605
761,B,4,517.487400,470.312152
761,B,5,709.769809,633.185995
761,B,6,733.764300,661.193883
761,B,7,754.028446,658.321325
761,B,8,691.810033,624.258682
761,B,9,547.319734,502.095126
761,B,10,499.594110,481.194312
761,B,11,329.198981,316.938903
761,B,12,353.140197,321.629389
762,C,1,327.088238,296.842381
762,C,2,437.280716,390.169403
762,C,3,553.632607,507.467517
762,C,4,516.284344,467.960591
762,C,5,697.135404,630.020065
762,C,6,706.515299,657.887914
762,C,7,705.831875,655.029719
762,C,8,691.201000,621.137389
762,C,9,544.442469,499.584650
762,C,10,516.236504,478.788340
762,C,11,340.970508,315.354209
762,C,12,354.392835,320.021242
763,B,1,233.083576,265.706479
763,B,2,462.118814,441.531349
763,B,3,662.535643,621.492916
763,B,4,756.980889,721.783934
763,B,5,858.216445,809.034451
763,B,6,871.846913,847.229296
763,B,7,859.597524,895.222044
763,B,8,817.339370,824.315053
763,B,9,756.380643,734.501101
763,B,10,584.669866,551.370770
763,B,11,413.556744,378.646538
763,B,12,382.586298,359.512151
764,C,1,375.738021,343.204203
764,C,2,464.604643,439.323692
764,C,3,643.360639,618.385451
764,C,4,764.254704,718.175014
764,C,5,803.422641,804.989279
764,C,6,846.308979,842.993150
764,C,7,870.332214,890.745934
764,C,8,831.919876,820.193477
764,C,9,762.921602,730.828595
764,C,10,580.117357,548.613917
764,C,11,418.139746,376.753305
764,C,12,376.438112,357.714591
765,B,1,303.444262,569.840810
765,B,2,693.292054,876.289217
765,B,3,1007.760892,1362.188250
765,B,4,1064.170825,1560.107520
765,B,5,1202.313888,1734.807155
765,B,6,1179.240861,1822.199732
765,B,7,1088.040734,1592.952170
765,B,8,1151.320418,1700.816960
765,B,9,989.664617,1350.919340
765,B,10,839.641599,1093.374043
765,B,11,723.159461,858.048904
765,B,12,664.395180,774.404954
766,C,1,650.113286,768.046309
766,C,2,718.483263,871.907771
766,C,3,1074.164254,1355.377309
766,C,4,1257.546324,1552.306983
766,C,5,1338.437284,1726.133119
766,C,6,1372.411561,1813.088733
766,C,7,1235.245509,1584.987409
766,C,8,1354.723875,1692.312875
766,C,9,1088.100271,1344.164743
766,C,10,955.509433,1087.907172
766,C,11,798.861914,853.758659
766,C,12,454.804396,770.532929
767,B,1,323.012336,312.431411
767,B,2,514.706208,480.851886
767,B,3,696.891730,649.766511
767,B,4,821.697563,772.370329
767,B,5,907.858145,854.563002
767,B,6,876.352435,848.260189
767,B,7,852.484215,826.263602
767,B,8,816.115736,781.572584
767,B,9,709.463941,672.886107
767,B,10,596.815837,576.486131
767,B,11,454.681055,453.073389
767,B,12,383.368336,389.047010
768,C,1,415.507225,421.103206
768,C,2,505.992447,478.447627
768,C,3,675.726119,646.517679
768,C,4,789.630213,768.508478
768,C,5,867.457965,850.290187
768,C,6,869.570442,844.018888
768,C,7,855.528326,822.132284
768,C,8,798.606238,777.664721
768,C,9,696.661662,669.521677
768,C,10,597.051996,573.603700
768,C,11,448.017380,450.808022
768,C,12,382.601314,387.101775
769,B,1,812.722408,699.118740
769,B,2,1161.015156,1035.696997
769,B,3,1437.983279,1324.412865
769,B,4,1620.839758,1519.174008
769,B,5,1723.358947,1627.252258
769,B,6,1688.790024,1587.381546
769,B,7,1660.388087,1564.730706
769,B,8,1574.258832,1511.566509
769,B,9,1438.746469,1364.775485
769,B,10,1335.447069,1223.097151
769,B,11,1107.464166,1002.532713
769,B,12,192.300795,890.175329
770,C,1,921.239703,942.290475
770,C,2,1145.692411,1030.518512
770,C,3,1409.839929,1317.790800
770,C,4,1597.357743,1511.578138
770,C,5,1702.273645,1619.115997
770,C,6,1659.843018,1579.444638
770,C,7,1634.819488,1556.907052
770,C,8,1587.177737,1504.008676
770,C,9,1412.212942,1357.951608
770,C,10,1318.002471,1216.981665
770,C,11,1151.299617,997.520049
770,C,12,1050.283722,885.724452
771,B,1,820.402143,697.559625
771,B,2,1206.809879,981.390625
771,B,3,1197.659713,1710.703003
771,B,4,1891.136532,2081.838867
771,B,5,2360.451426,2454.814941
771,B,6,2491.153203,2350.836426
771,B,7,2751.140294,2493.579834
771,B,8,2320.569432,1969.860596
771,B,9,2020.453290,1803.994141
771,B,10,1559.681378,1470.951782
771,B,11,1148.599480,1043.115845
771,B,12,1147.512089,878.691162
772,C,1,866.596266,982.924927
772,C,2,1064.438462,976.483672
772,C,3,1200.481799,1702.149488
772,C,4,1950.996623,2071.429673
772,C,5,2589.306798,2442.540867
772,C,6,2619.561898,2339.082244
772,C,7,2856.101929,2481.111935
772,C,8,2351.679314,1960.011293
772,C,9,2178.609903,1794.974170
772,C,10,1629.558848,1463.597023
772,C,11,1060.800694,1037.900266
772,C,12,1000.303099,874.297706
773,B,1,340.937118,312.862491
773,B,2,408.411149,382.626198
773,B,3,600.225111,555.129879
773,B,4,782.493559,731.863799
773,B,5,766.025671,704.797191
773,B,6,787.693743,741.885274
773,B,7,796.615838,760.015219
773,B,8,777.253423,729.369729
773,B,9,675.404926,638.856821
773,B,10,509.790275,478.686885
773,B,11,465.049396,431.005912
773,B,12,421.777000,408.205027
774,C,1,448.094866,440.851692
774,C,2,406.035296,380.713067
774,C,3,539.156733,552.354230
774,C,4,725.919673,728.204480
774,C,5,710.506262,701.273205
774,C,6,731.511979,738.175847
774,C,7,755.818152,756.215143
774,C,8,722.572600,725.722881
774,C,9,632.038985,635.662537
774,C,10,478.076145,476.293451
774,C,11,449.005008,428.850882
774,C,12,420.869355,406.164002
775,B,1,104.985983,501.625003
775,B,2,902.456040,881.958617
775,B,3,1375.523913,1316.977762
775,B,4,1548.843928,1533.961468
775,B,5,1689.059970,1702.997190
775,B,6,1686.270958,1676.352848
775,B,7,1632.449493,1634.863857
775,B,8,1496.103011,1460.514348
775,B,9,1226.701137,1196.825161
775,B,10,1006.371730,992.176758
775,B,11,826.235040,846.910539
775,B,12,809.106729,799.331425
776,C,1,818.044172,818.440794
776,C,2,894.079069,877.548824
776,C,3,1353.618306,1310.392873
776,C,4,1579.047095,1526.291661
776,C,5,1743.213973,1694.482204
776,C,6,1731.508500,1667.971083
776,C,7,1751.886212,1626.689538
776,C,8,1575.740453,1453.211776
776,C,9,1332.173712,1190.841036
776,C,10,1115.725807,987.215874
776,C,11,863.066645,842.675986
776,C,12,812.537245,795.334768
777,B,1,414.251349,365.378550
777,B,2,722.426298,686.446094
777,B,3,1156.455481,1090.614935
777,B,4,1342.123289,1281.909845
777,B,5,1451.811287,1325.619236
777,B,6,1513.239873,1457.761284
777,B,7,1450.145901,1425.483858
777,B,8,887.441893,1335.598814
777,B,9,1007.295645,901.677245
777,B,10,810.926317,806.531718
777,B,11,810.824530,759.987411
777,B,12,713.797721,610.777233
778,C,1,749.143654,666.278533
778,C,2,734.719225,683.013863
778,C,3,1134.627630,1085.161861
778,C,4,1322.661856,1275.500296
778,C,5,1432.318575,1318.991140
778,C,6,1472.065804,1450.472477
778,C,7,1487.237838,1418.356439
778,C,8,1373.199366,1328.920820
778,C,9,926.204267,897.168859
778,C,10,812.860526,802.499059
778,C,11,803.622366,756.187474
778,C,12,702.070166,607.723346
779,B,1,313.105957,287.731848
779,B,2,601.666474,548.605220
779,B,3,788.910334,849.797510
779,B,4,990.321054,965.065402
779,B,5,978.404740,970.936455
779,B,6,1114.114406,1061.806795
779,B,7,1081.653479,1047.998804
779,B,8,988.800880,1000.000754
779,B,9,744.049516,688.786265
779,B,10,639.194212,633.141470
779,B,11,631.806861,624.162865
779,B,12,530.504485,513.631386
780,C,1,559.753430,557.480455
780,C,2,553.034320,545.862194
780,C,3,840.747687,845.548522
780,C,4,945.192431,960.240075
780,C,5,981.227990,966.081773
780,C,6,1056.817184,1056.497761
780,C,7,1026.361345,1042.758810
780,C,8,996.107479,995.000750
780,C,9,685.473595,685.342334
780,C,10,621.901589,629.975763
780,C,11,613.941903,621.042051
780,C,12,527.381209,511.063229
781,B,1,611.883962,548.914913
781,B,2,1412.236877,1380.320251
781,B,3,1835.793045,1707.161987
781,B,4,1745.852585,1552.128784
781,B,5,2222.674810,2118.756287
781,B,6,2174.731201,2138.700989
781,B,7,2037.867207,2079.013428
781,B,8,2144.540783,2039.962158
781,B,9,1780.522375,1719.448669
781,B,10,1660.552200,1667.442200
781,B,11,1217.200508,1138.231293
781,B,12,1142.123575,1171.657715
782,C,1,1145.725886,1063.522644
782,C,2,1422.434603,1373.418650
782,C,3,1782.191961,1698.626177
782,C,4,1682.586365,1544.368140
782,C,5,2168.819467,2108.162505
782,C,6,2173.304609,2128.007484
782,C,7,1141.864858,2068.618361
782,C,8,2030.277995,2029.762347
782,C,9,1784.905682,1710.851426
782,C,10,1685.694773,1659.104989
782,C,11,1062.755505,1132.540136
782,C,12,1039.811702,1165.799426
783,B,1,443.770257,414.877465
783,B,2,983.532578,1047.823547
783,B,3,1652.692243,1583.747192
783,B,4,1819.958112,1791.536682
783,B,5,2093.277480,2018.837097
783,B,6,2249.096137,2180.387207
783,B,7,2214.695373,2179.672852
783,B,8,2029.903365,2013.058411
783,B,9,1541.449097,1537.842224
783,B,10,1263.041048,1285.009949
783,B,11,936.397753,959.613312
783,B,12,741.816300,745.359589
784,C,1,780.403655,803.825089
784,C,2,829.684903,1042.584430
784,C,3,1527.475367,1575.828456
784,C,4,1779.376319,1782.578999
784,C,5,2015.968637,2008.742912
784,C,6,2214.856777,2169.485271
784,C,7,2159.410861,2168.774487
784,C,8,1967.869309,2002.993119
784,C,9,1483.269958,1530.153013
784,C,10,1246.639722,1278.584899
784,C,11,933.934767,954.815245
784,C,12,726.494477,741.632791
785,B,1,278.012709,271.677807
785,B,2,489.745135,451.180224
785,B,3,736.163734,691.067476
785,B,4,752.106865,700.045634
785,B,5,864.606061,791.134983
785,B,6,888.887341,797.197515
785,B,7,892.114341,813.511692
785,B,8,875.993022,774.032693
785,B,9,761.829490,698.181771
785,B,10,614.316887,552.113010
785,B,11,547.505862,516.378909
785,B,12,512.786665,490.682714
786,C,1,545.154180,526.375751
786,C,2,510.432208,448.924323
786,C,3,743.692623,687.612138
786,C,4,756.217407,696.545406
786,C,5,832.909540,787.179308
786,C,6,879.741333,793.211528
786,C,7,876.201699,809.444133
786,C,8,869.531552,770.162530
786,C,9,742.128672,694.690862
786,C,10,610.422944,549.352445
786,C,11,544.702096,513.797014
786,C,12,536.792376,488.229300
787,B,1,246.339217,190.080992
787,B,2,593.093893,506.605223
787,B,3,823.147811,669.745583
787,B,4,1149.752590,1029.686227
787,B,5,1402.331180,1270.166538
787,B,6,1413.024945,1303.543943
787,B,7,1408.035235,1296.491491
787,B,8,1329.271628,1215.380702
787,B,9,1091.690210,993.925582
787,B,10,862.987635,810.517482
787,B,11,614.276541,530.419505
787,B,12,538.193804,499.772458
788,C,1,479.059394,392.834050
788,C,2,584.188972,504.072197
788,C,3,836.789179,666.396855
788,C,4,1117.572470,1024.537796
788,C,5,1358.718536,1263.815705
788,C,6,1377.017735,1297.026224
788,C,7,1364.600335,1290.009033
788,C,8,1261.057594,1209.303798
788,C,9,1036.495999,988.955954
788,C,10,828.792296,806.464895
788,C,11,588.205044,527.767407
788,C,12,543.407354,497.273596
789,B,1,171.211845,197.069035
789,B,2,451.275729,504.604572
789,B,3,691.709658,785.492867
789,B,4,802.086812,896.999338
789,B,5,458.525053,906.536119
789,B,6,567.178401,991.955298
789,B,7,875.498874,978.045016
789,B,8,397.884038,930.395766
789,B,9,250.899860,638.794670
789,B,10,285.181755,583.846180
789,B,11,435.897311,571.159010
789,B,12,270.734690,468.442794
790,C,1,267.874207,509.095007
790,C,2,242.098641,502.081549
790,C,3,632.860972,781.565403
790,C,4,806.911989,892.514342
790,C,5,838.227223,902.003438
790,C,6,915.642165,986.995521
790,C,7,911.877954,973.154791
790,C,8,817.789779,925.743787
790,C,9,605.080485,635.600696
790,C,10,566.430364,580.926949
790,C,11,505.004695,568.303215
790,C,12,419.442193,466.100580
791,B,1,461.573035,528.610913
791,B,2,1342.467966,1385.150032
791,B,3,1988.327941,2068.063348
791,B,4,2249.188571,2234.714690
791,B,5,2269.388821,2159.022722
791,B,6,2500.592160,2335.968376
791,B,7,2328.175232,2335.069401
791,B,8,2365.742589,2296.091375
791,B,9,1672.586913,1632.450282
791,B,10,1516.612165,1568.736755
791,B,11,1446.488075,1642.855825
791,B,12,1305.029923,1384.943231
792,C,1,1413.412970,1489.721663
792,C,2,1359.626263,1378.224282
792,C,3,2070.829133,2057.723031
792,C,4,2293.265652,2223.541116
792,C,5,2182.675942,2148.227609
792,C,6,2442.307235,2324.288534
792,C,7,2423.676356,2323.394054
792,C,8,2388.649129,2284.610918
792,C,9,1941.816494,1624.288030
792,C,10,1824.203680,1560.893072
792,C,11,1623.389253,1634.641546
792,C,12,1415.850015,1378.018514
793,B,1,107.963961,101.461176
793,B,2,347.359801,334.104146
793,B,3,544.129647,538.867619
793,B,4,637.822760,646.775077
793,B,5,679.807365,679.567193
793,B,6,740.741360,749.292569
793,B,7,706.726004,728.417975
793,B,8,657.712640,675.708383
793,B,9,457.846644,451.096276
793,B,10,389.477685,397.723059
793,B,11,351.490267,364.133086
793,B,12,303.912751,287.672982
794,C,1,323.904837,314.529644
794,C,2,323.471595,332.433626
794,C,3,510.884923,536.173281
794,C,4,603.892961,643.541201
794,C,5,659.779114,676.169357
794,C,6,708.428364,745.546106
794,C,7,687.198320,724.775885
794,C,8,635.068962,672.329841
794,C,9,425.706862,448.840795
794,C,10,363.863347,395.734443
794,C,11,322.461916,362.312421
794,C,12,291.727752,286.234617
795,B,1,290.029866,268.990568
795,B,2,992.742228,907.042948
795,B,3,1259.363396,1213.441617
795,B,4,1473.821717,1355.135736
795,B,5,1553.638174,1474.729498
795,B,6,1622.370654,1495.093193
795,B,7,1716.513836,1602.162100
795,B,8,1640.095875,1519.150947
795,B,9,1392.171225,1318.146923
795,B,10,1194.219319,1095.370932
795,B,11,1030.215056,919.378205
795,B,12,885.611348,809.620758
796,C,1,1002.875717,833.870762
796,C,2,844.611165,902.507734
796,C,3,1143.216085,1207.374409
796,C,4,1420.874689,1348.360057
796,C,5,1720.052842,1467.355851
796,C,6,1571.528550,1487.617727
796,C,7,1722.746732,1594.151290
796,C,8,1637.305136,1511.555193
796,C,9,1373.006808,1311.556188
796,C,10,1143.981893,1089.894078
796,C,11,986.403087,914.781314
796,C,12,890.504028,805.572654
797,B,1,212.617091,222.711121
797,B,2,1021.724202,971.972750
797,B,3,357.316856,1163.498781
797,B,4,1042.498993,1017.986277
797,B,5,1435.307139,1351.180924
797,B,6,1473.299825,1360.350315
797,B,7,1490.134643,1338.826222
797,B,8,1468.708821,1334.225272
797,B,9,1234.525166,1152.257278
797,B,10,1248.709090,1168.617166
797,B,11,853.181178,817.307368
797,B,12,875.646760,862.542688
798,C,1,798.017062,767.116085
798,C,2,1040.647938,967.112886
798,C,3,1249.981562,1157.681288
798,C,4,1101.097969,1012.896345
798,C,5,1409.492448,1344.425019
798,C,6,1442.911466,1353.548563
798,C,7,1421.364664,1332.132091
798,C,8,1437.474147,1327.554146
798,C,9,1226.219541,1146.495992
798,C,10,1212.882133,1162.774080
798,C,11,900.702674,813.220831
798,C,12,926.512131,858.229975
799,B,1,54.253068,58.505859
799,B,2,274.104499,265.761484
799,B,3,400.757583,369.412160
799,B,4,610.340145,592.765301
799,B,5,795.482538,754.256045
799,B,6,810.354766,785.871849
799,B,7,808.121074,773.439912
799,B,8,719.424954,701.344153
799,B,9,559.645524,550.833543
799,B,10,430.996481,418.531277
799,B,11,234.484319,256.497757
799,B,12,222.389302,237.631460
800,C,1,165.136063,201.520180
800,C,2,279.433352,264.432677
800,C,3,356.527836,367.565099
800,C,4,589.819751,589.801474
800,C,5,777.670512,750.484765
800,C,6,800.969536,781.942489
800,C,7,788.634925,769.572713
800,C,8,690.975870,697.837432
800,C,9,540.325426,548.079376
800,C,10,432.986950,416.438621
800,C,11,235.108781,255.215268
800,C,12,198.255040,236.443302
801,B,1,150.678186,144.568942
801,B,2,630.936205,598.456466
801,B,3,961.058227,888.120018
801,B,4,1107.210450,1029.828072
801,B,5,1222.705025,1137.349057
801,B,6,1196.388388,1116.935079
801,B,7,1161.164907,1090.102526
801,B,8,1023.203028,978.107784
801,B,9,846.602031,806.233046
801,B,10,706.547753,673.047821
801,B,11,624.290616,578.294933
801,B,12,603.697519,548.771743
802,C,1,604.471320,560.204649
802,C,2,629.352826,595.464184
802,C,3,940.417134,883.679418
802,C,4,1091.958194,1024.678932
802,C,5,1148.014755,1131.662311
802,C,6,1179.817056,1111.350404
802,C,7,1172.103953,1084.652013
802,C,8,1061.313606,973.217245
802,C,9,901.054412,802.201881
802,C,10,756.679428,669.682582
802,C,11,598.062605,575.403458
802,C,12,568.792477,546.027884
803,B,1,130.104901,153.931090
803,B,2,503.728321,537.678419
803,B,3,870.764125,878.083622
803,B,4,918.543320,926.926943
803,B,5,922.903262,896.668049
803,B,6,1034.690132,1021.417600
803,B,7,1259.563586,1069.617457
803,B,8,1066.672472,988.934267
803,B,9,867.889412,848.210461
803,B,10,657.688987,649.289494
803,B,11,555.916469,620.225040
803,B,12,551.347019,555.289204
804,C,1,584.602934,596.482975
804,C,2,477.033241,534.990027
804,C,3,796.135662,873.693204
804,C,4,937.752482,922.292308
804,C,5,1031.974200,892.184709
804,C,6,1105.336555,1016.310512
804,C,7,1233.727194,1064.269370
804,C,8,1069.049230,983.989596
804,C,9,868.905517,843.969409
804,C,10,682.606620,646.043046
804,C,11,543.078030,617.123915
804,C,12,494.965707,552.512758
805,B,1,216.436509,216.040811
805,B,2,887.302967,783.429799
805,B,3,1498.020429,1177.255831
805,B,4,1689.847258,1627.663294
805,B,5,1738.520124,1616.265719
805,B,6,1780.877655,1711.732114
805,B,7,1795.188408,1742.451802
805,B,8,1574.896219,1640.697391
805,B,9,1312.974331,1369.802138
805,B,10,933.296214,984.521382
805,B,11,781.833443,835.647375
805,B,12,829.174170,759.325362
806,C,1,884.384754,837.158144
806,C,2,829.874491,779.512650
806,C,3,1325.247709,1171.369552
806,C,4,1716.060845,1619.524978
806,C,5,1653.477085,1608.184390
806,C,6,1690.814439,1703.173454
806,C,7,2121.845028,1733.739543
806,C,8,1812.325032,1632.493904
806,C,9,1452.877701,1362.953127
806,C,10,1070.163143,979.598775
806,C,11,834.943511,831.469138
806,C,12,773.509326,755.528735
807,B,1,99.341803,92.553727
807,B,2,609.897789,547.259224
807,B,3,894.995489,828.869736
807,B,4,1028.752265,958.192005
807,B,5,859.316310,800.566930
807,B,6,1022.712126,960.091444
807,B,7,1039.391905,1002.659328
807,B,8,995.758375,941.966878
807,B,9,711.468065,663.511549
807,B,10,699.339704,648.622970
807,B,11,658.059768,605.601236
807,B,12,636.200462,577.386223
808,C,1,629.912226,573.833106
808,C,2,592.020165,544.522928
808,C,3,873.129108,824.725387
808,C,4,981.755205,953.401045
808,C,5,834.514020,796.564095
808,C,6,999.957664,955.290987
808,C,7,1017.611088,997.646031
808,C,8,968.725403,937.257044
808,C,9,690.987505,660.193991
808,C,10,671.542065,645.379855
808,C,11,662.494608,602.573230
808,C,12,650.866884,574.499292
809,B,1,119.257407,102.916988
809,B,2,638.449211,637.151611
809,B,3,826.822832,909.870544
809,B,4,826.905116,1152.977661
809,B,5,811.494137,1183.684814
809,B,6,859.084111,1214.462158
809,B,7,996.445510,1284.843750
809,B,8,994.980994,1225.958618
809,B,9,926.881413,963.280945
809,B,10,815.995655,755.238220
809,B,11,770.108623,663.844482
809,B,12,767.099111,559.603699
810,C,1,712.622608,638.085327
810,C,2,615.004110,633.965853
810,C,3,892.151382,905.321192
810,C,4,1116.026165,1147.212773
810,C,5,1366.121886,1177.766390
810,C,6,1390.224298,1208.389847
810,C,7,1363.240803,1278.419531
810,C,8,1248.432977,1219.828825
810,C,9,963.305031,958.464540
810,C,10,777.980042,751.462029
810,C,11,678.760240,660.525260
810,C,12,649.308114,556.805680
811,B,1,87.750810,77.249937
811,B,2,649.827509,555.068054
811,B,3,877.491691,996.574768
811,B,4,1051.596848,1022.269897
811,B,5,916.116000,1169.446167
811,B,6,729.976851,972.287354
811,B,7,991.880517,1262.822266
811,B,8,1146.067945,1388.449829
811,B,9,936.281142,977.672852
811,B,10,681.863383,690.671204
811,B,11,779.368270,724.897583
811,B,12,657.284343,590.008850
812,C,1,689.642535,598.687012
812,C,2,603.387558,552.292714
812,C,3,1081.664163,991.591894
812,C,4,1067.878387,1017.158548
812,C,5,1188.491821,1163.598936
812,C,6,995.407970,967.425917
812,C,7,1302.296650,1256.508154
812,C,8,1472.834584,1381.507580
812,C,9,1095.623823,972.784487
812,C,10,890.580120,687.217848
812,C,11,1010.238186,721.273095
812,C,12,827.413760,587.058806
813,B,1,45.945702,57.802037
813,B,2,432.117643,516.673828
813,B,3,720.289134,817.090515
813,B,4,877.787812,933.979065
813,B,5,984.142650,1028.905762
813,B,6,1036.265888,1022.136536
813,B,7,1020.345957,906.203125
813,B,8,1034.901181,967.303162
813,B,9,777.163779,782.783264
813,B,10,514.223687,640.645081
813,B,11,354.167517,491.788910
813,B,12,323.803454,440.248291
814,C,1,290.158762,447.965790
814,C,2,397.226218,514.090459
814,C,3,596.267223,813.005063
814,C,4,810.333253,929.309170
814,C,5,1195.272144,1023.761233
814,C,6,1077.297153,1017.025853
814,C,7,1022.935936,901.672109
814,C,8,965.379150,962.466646
814,C,9,786.785497,778.869348
814,C,10,538.228421,637.441855
814,C,11,320.815199,489.329965
814,C,12,280.337711,438.047050
815,B,1,50.150118,68.279600
815,B,2,418.295673,547.350235
815,B,3,648.452260,849.311249
815,B,4,766.672416,1010.586456
815,B,5,852.674752,1169.991302
815,B,6,952.427827,1280.108246
815,B,7,951.405684,1225.358063
815,B,8,1083.254077,1140.805389
815,B,9,823.325114,778.173553
815,B,10,673.813531,637.435455
815,B,11,621.597970,570.157104
815,B,12,530.743813,492.990112
816,C,1,564.436496,529.166901
816,C,2,567.125063,544.613484
816,C,3,888.105609,845.064693
816,C,4,1076.405474,1005.533524
816,C,5,1215.187226,1164.141346
816,C,6,1318.042803,1273.707705
816,C,7,1241.799517,1219.231272
816,C,8,1183.927801,1135.101362
816,C,9,769.697390,774.282686
816,C,10,647.011194,634.248278
816,C,11,595.241605,567.306319
816,C,12,490.412975,490.525162
817,B,1,25.227820,39.312827
817,B,2,706.226466,643.779911
817,B,3,1107.352863,1035.065742
817,B,4,1260.185256,1229.646997
817,B,5,1441.700967,1284.790203
817,B,6,1622.602575,1410.274348
817,B,7,1592.161554,1381.898092
817,B,8,1458.728842,1286.760457
817,B,9,971.571303,866.421950
817,B,10,843.133611,757.711442
817,B,11,753.874409,697.296361
817,B,12,641.634056,558.376702
818,C,1,687.188300,609.348815
818,C,2,704.819421,640.561012
818,C,3,1121.090178,1029.890413
818,C,4,1341.410943,1223.498762
818,C,5,1404.505236,1278.366252
818,C,6,1584.015433,1403.222976
818,C,7,1651.701948,1374.988601
818,C,8,1358.390416,1280.326654
818,C,9,911.298926,862.089840
818,C,10,812.946454,753.922884
818,C,11,755.958358,693.809879
818,C,12,620.013143,555.584818
819,B,1,23.406225,26.393532
819,B,2,505.005017,457.093327
819,B,3,819.689046,759.064945
819,B,4,1011.247601,939.160340
819,B,5,1101.813331,1008.251562
819,B,6,1208.790710,1119.033582
819,B,7,1159.327652,1083.254624
819,B,8,1005.603251,987.837123
819,B,9,661.087514,646.247715
819,B,10,523.360039,549.450182
819,B,11,478.426558,478.078012
819,B,12,397.396291,369.477517
820,C,1,422.555333,409.099747
820,C,2,442.478273,454.807861
820,C,3,741.991488,755.269620
820,C,4,891.497553,934.464539
820,C,5,1073.670251,1003.210305
820,C,6,1065.605865,1113.438414
820,C,7,1079.280686,1077.838351
820,C,8,965.928539,982.897937
820,C,9,623.172025,643.016476
820,C,10,518.722804,546.702932
820,C,11,444.733036,475.687622
820,C,12,356.220016,367.630130
821,B,1,59.840772,75.748134
821,B,2,1372.201427,1154.722092
821,B,3,1978.554928,1695.080719
821,B,4,2287.628958,1975.495422
821,B,5,2546.471271,2205.733917
821,B,6,2739.164027,2395.389160
821,B,7,2871.772088,2320.807068
821,B,8,2555.980581,2214.472137
821,B,9,1682.055536,1551.575775
821,B,10,1442.062453,1327.351166
821,B,11,1336.942894,1259.335052
821,B,12,1291.313664,1128.641342
822,C,1,1209.265128,1174.096069
822,C,2,1150.284419,1148.948481
822,C,3,1629.600787,1686.605315
822,C,4,2009.228714,1965.617945
822,C,5,2658.748881,2194.705248
822,C,6,2892.890727,2383.412214
822,C,7,2667.949640,2309.203033
822,C,8,2410.076705,2203.399777
822,C,9,1731.346850,1543.817896
822,C,10,1438.998983,1320.714410
822,C,11,1238.315922,1253.038377
822,C,12,1123.748378,1122.998135
823,B,1,17.817095,20.835227
823,B,2,430.055584,413.608264
823,B,3,518.121895,501.162254
823,B,4,463.806348,446.001699
823,B,5,617.727885,601.042190
823,B,6,544.128882,604.164664
823,B,7,620.446653,590.116993
823,B,8,611.526819,584.958091
823,B,9,517.258781,500.807204
823,B,10,527.212229,497.594964
823,B,11,350.386591,344.915353
823,B,12,382.150947,360.473470
824,C,1,333.939373,322.946012
824,C,2,427.556635,411.540223
824,C,3,523.095509,498.656443
824,C,4,468.860965,443.771691
824,C,5,607.600804,598.036980
824,C,6,629.139439,601.143841
824,C,7,608.608261,587.166408
824,C,8,610.398040,582.033301
824,C,9,517.792807,498.303168
824,C,10,493.549711,495.106989
824,C,11,364.832858,343.190777
824,C,12,379.497673,358.671103
825,B,1,28.245188,38.206449
825,B,2,646.421322,644.994576
825,B,3,829.082774,806.950407
825,B,4,965.270160,917.330971
825,B,5,1041.309500,974.769245
825,B,6,1010.981502,943.324296
825,B,7,991.852324,937.323299
825,B,8,955.631909,903.861514
825,B,9,844.222252,833.050155
825,B,10,748.956263,754.574016
